100 50
94 15 T
94 16 N
94 17 T
94 18 N
94 19 B
94 20 H
94 21 N
94 22 N
94 23 H
94 24 H
94 25 B
94 26 T
94 27 T
94 28 T
94 29 N
94 30 N
94 31 N
94 32 B
94 33 N
94 34 T
94 35 H
94 36 T
94 37 H
94 38 N
94 39 N
94 40 N
94 41 T
94 42 H
94 43 N
94 44 B
94 45 N
94 46 N
94 47 H
94 48 T
94 49 N
94 50 N
95 1 B
95 2 N
95 3 H
95 4 N
95 5 N
95 6 H
95 7 N
95 8 N
95 9 N
95 10 B
95 11 H
95 12 N
95 13 H
95 14 N
95 15 N
95 16 N
95 17 H
95 18 N
95 19 H
95 20 N
95 21 H
95 22 N
95 23 N
95 24 H
95 25 N
95 26 N
95 27 T
95 28 T
95 29 T
95 30 B
95 31 H
95 32 N
95 33 N
95 34 B
95 35 N
95 36 H
95 37 H
95 38 N
95 39 B
95 40 N
95 41 N
95 42 N
95 43 N
95 44 H
95 45 T
95 46 T
95 47 N
95 48 N
95 49 N
95 50 T
96 1 N
96 2 N
96 3 N
96 4 N
96 5 H
96 6 B
96 7 T
96 8 N
96 9 N
96 10 H
96 11 N
96 12 B
96 13 N
96 14 N
96 15 T
96 16 N
96 17 B
96 18 N
96 19 N
96 20 N
96 21 N
96 22 T
96 23 T
96 24 H
96 25 N
96 26 N
96 27 T
96 28 T
96 29 H
96 30 N
96 31 T
96 32 H
96 33 N
96 34 T
96 35 N
96 36 H
96 37 H
96 38 T
96 39 B
96 40 T
96 41 B
96 42 N
96 43 B
96 44 T
96 45 B
96 46 H
96 47 N
96 48 H
96 49 N
96 50 T
97 1 B
97 2 H
97 3 B
97 4 N
97 5 N
97 6 N
97 7 N
97 8 N
97 9 T
97 10 N
97 11 N
97 12 N
97 13 N
97 14 T
97 15 N
97 16 N
97 17 N
97 18 N
97 19 N
97 20 H
97 21 N
97 22 N
97 23 N
97 24 N
97 25 B
97 26 B
97 27 T
97 28 N
97 29 B
97 30 B
97 31 B
97 32 H
97 33 T
97 34 T
97 35 N
97 36 N
97 37 N
97 38 H
97 39 N
97 40 N
97 41 N
97 42 H
97 43 N
97 44 H
97 45 H
97 46 H
97 47 N
97 48 N
97 49 N
97 50 N
98 1 T
98 2 N
98 3 T
98 4 H
98 5 N
98 6 T
98 7 H
98 8 N
98 9 N
98 10 T
98 11 N
98 12 N
98 13 T
98 14 T
98 15 N
98 16 H
98 17 B
98 18 T
98 19 H
98 20 N
98 21 B
98 22 N
98 23 N
98 24 N
98 25 N
98 26 H
98 27 N
98 28 N
98 29 N
98 30 N
98 31 H
98 32 N
98 33 T
98 34 N
98 35 H
98 36 N
98 37 N
98 38 T
98 39 B
98 40 T
98 41 N
98 42 T
98 43 N
98 44 H
98 45 N
98 46 H
98 47 N
98 48 B
98 49 T
98 50 N
99 1 N
99 2 N
99 3 H
99 4 T
99 5 T
99 6 N
99 7 T
99 8 B
99 9 N
99 10 N
99 11 N
99 12 N
99 13 T
99 14 N
99 15 N
99 16 H
99 17 T
99 18 N
99 19 N
99 20 T
99 21 N
99 22 N
99 23 B
99 24 T
99 25 T
99 26 B
99 27 N
99 28 N
99 29 B
99 30 T
99 31 N
99 32 T
99 33 B
99 34 T
99 35 N
99 36 H
99 37 N
99 38 N
99 39 N
99 40 T
99 41 N
99 42 N
99 43 N
99 44 T
99 45 T
99 46 T
99 47 H
99 48 T
99 49 N
99 50 B
100 1 B
100 2 T
100 3 B
100 4 N
100 5 T
100 6 T
100 7 N
100 8 N
100 9 N
100 10 N
100 11 T
100 12 B
100 13 H
100 14 T
100 15 T
100 16 H
100 17 B
100 18 T
100 19 B
100 20 T
100 21 N
100 22 H
100 23 T
100 24 T
100 25 T
100 26 H
100 27 B
100 28 H
100 29 N
100 30 N
100 31 N
100 32 H
100 33 N
100 34 T
100 35 N
100 36 H
100 37 N
100 38 N
100 39 N
100 40 N
100 41 N
100 42 N
100 43 B
100 44 N
100 45 H
100 46 N
100 47 H
100 48 N
100 49 N
100 50 H
