100 50
94 15 N
94 16 H
94 17 N
94 18 N
94 19 N
94 20 N
94 21 N
94 22 N
94 23 N
94 24 H
94 25 T
94 26 N
94 27 N
94 28 T
94 29 T
94 30 N
94 31 T
94 32 T
94 33 N
94 34 T
94 35 N
94 36 N
94 37 N
94 38 N
94 39 N
94 40 N
94 41 N
94 42 H
94 43 N
94 44 T
94 45 T
94 46 N
94 47 T
94 48 T
94 49 N
94 50 N
95 1 T
95 2 T
95 3 N
95 4 H
95 5 H
95 6 N
95 7 B
95 8 B
95 9 H
95 10 N
95 11 H
95 12 N
95 13 T
95 14 T
95 15 N
95 16 T
95 17 N
95 18 N
95 19 T
95 20 T
95 21 N
95 22 T
95 23 N
95 24 H
95 25 N
95 26 N
95 27 N
95 28 N
95 29 N
95 30 N
95 31 T
95 32 B
95 33 N
95 34 N
95 35 B
95 36 T
95 37 N
95 38 N
95 39 T
95 40 N
95 41 N
95 42 N
95 43 T
95 44 H
95 45 T
95 46 N
95 47 N
95 48 T
95 49 T
95 50 T
96 1 N
96 2 T
96 3 T
96 4 N
96 5 B
96 6 H
96 7 N
96 8 H
96 9 T
96 10 N
96 11 N
96 12 N
96 13 B
96 14 N
96 15 T
96 16 H
96 17 N
96 18 N
96 19 N
96 20 N
96 21 N
96 22 B
96 23 N
96 24 T
96 25 N
96 26 B
96 27 T
96 28 N
96 29 N
96 30 N
96 31 N
96 32 H
96 33 N
96 34 N
96 35 T
96 36 T
96 37 B
96 38 H
96 39 T
96 40 H
96 41 N
96 42 N
96 43 N
96 44 H
96 45 H
96 46 H
96 47 T
96 48 N
96 49 N
96 50 N
97 1 T
97 2 N
97 3 T
97 4 N
97 5 H
97 6 T
97 7 N
97 8 T
97 9 N
97 10 N
97 11 N
97 12 N
97 13 N
97 14 T
97 15 N
97 16 H
97 17 N
97 18 N
97 19 N
97 20 N
97 21 N
97 22 N
97 23 N
97 24 T
97 25 N
97 26 N
97 27 N
97 28 T
97 29 N
97 30 N
97 31 B
97 32 H
97 33 N
97 34 N
97 35 N
97 36 N
97 37 N
97 38 H
97 39 N
97 40 H
97 41 T
97 42 N
97 43 N
97 44 T
97 45 T
97 46 B
97 47 T
97 48 N
97 49 N
97 50 H
98 1 H
98 2 N
98 3 H
98 4 N
98 5 T
98 6 T
98 7 T
98 8 B
98 9 N
98 10 T
98 11 N
98 12 N
98 13 N
98 14 N
98 15 B
98 16 T
98 17 H
98 18 N
98 19 N
98 20 T
98 21 N
98 22 T
98 23 T
98 24 N
98 25 H
98 26 H
98 27 N
98 28 B
98 29 N
98 30 N
98 31 N
98 32 T
98 33 T
98 34 N
98 35 B
98 36 T
98 37 N
98 38 B
98 39 B
98 40 N
98 41 H
98 42 N
98 43 N
98 44 N
98 45 N
98 46 N
98 47 H
98 48 T
98 49 H
98 50 H
99 1 N
99 2 H
99 3 N
99 4 N
99 5 N
99 6 T
99 7 T
99 8 N
99 9 N
99 10 N
99 11 T
99 12 B
99 13 N
99 14 N
99 15 T
99 16 N
99 17 H
99 18 N
99 19 N
99 20 B
99 21 T
99 22 H
99 23 H
99 24 N
99 25 H
99 26 N
99 27 N
99 28 N
99 29 N
99 30 N
99 31 H
99 32 B
99 33 N
99 34 T
99 35 N
99 36 H
99 37 N
99 38 H
99 39 B
99 40 B
99 41 N
99 42 H
99 43 N
99 44 H
99 45 T
99 46 N
99 47 B
99 48 N
99 49 N
99 50 H
100 1 N
100 2 N
100 3 B
100 4 T
100 5 N
100 6 N
100 7 N
100 8 H
100 9 N
100 10 H
100 11 T
100 12 T
100 13 N
100 14 N
100 15 N
100 16 B
100 17 N
100 18 T
100 19 H
100 20 N
100 21 H
100 22 N
100 23 T
100 24 H
100 25 N
100 26 B
100 27 N
100 28 H
100 29 N
100 30 T
100 31 H
100 32 N
100 33 T
100 34 B
100 35 H
100 36 N
100 37 H
100 38 T
100 39 N
100 40 H
100 41 H
100 42 T
100 43 T
100 44 H
100 45 N
100 46 N
100 47 N
100 48 T
100 49 N
100 50 H

Paths
4,39
Path
R D D R R L D U D L U R U R R L L L U U D D R L U L L L D L D L D D L U D D D L D L L D L R L U U L R L L U L D L L L U L U U D L L L U R U L U L U R L U L D U L R R U L L R D U U D L U U R R D D R L 
5,39 5,40 5,41 6,41 7,41 6,41 6,42 6,41 6,42 5,42 5,41 6,41 6,41 7,41 8,41 7,41 6,41 5,41 5,40 5,39 5,40 5,40 6,40 5,40 5,39 4,39 3,39 2,39 2,40 1,40 1,41 1,41 1,42 1,43 1,43 1,42 1,43 1,44 1,44 1,44 1,44 1,44 1,44 1,45 1,45 2,45 2,45 2,45 2,44 1,44 2,44 1,44 1,44 1,43 1,43 1,44 1,44 1,44 1,44 1,43 1,43 1,42 1,41 1,42 1,42 1,42 1,42 1,41 2,41 2,40 1,40 1,39 1,39 1,38 1,38 1,38 1,37 1,37 1,37 1,37 1,37 2,37 2,37 2,36 1,36 1,36 2,36 2,37 2,36 2,35 2,36 2,36 2,35 2,34 3,34 3,34 3,35 3,35 3,35 2,35 
H H N N H H N H H H H N H H H N H H N N H T N N N T H N N N N N N T N N T N T T T T H T N N H H H T T T T T N N T N T T N N T N T T T T N H N N N N H N N T T T T T N N N H H N N N N N N N N H H N H N H 

Path
R U R R D U L L R R R D D L D U D L L U D R L R U U R R D U D L L R R U D D R R R U U R U L R R R D D L L L D D L D R U U U R U U U L L L R D U U D U L R D L D D U D D U U D U U L L R D R L D D U U U 
5,39 5,39 6,39 7,39 7,39 7,38 7,38 7,38 8,38 9,38 10,38 10,39 10,40 9,40 9,41 9,40 9,41 8,41 7,41 7,40 7,41 8,41 8,41 9,41 9,40 9,39 10,39 11,39 11,40 11,39 11,40 10,40 9,40 10,40 10,40 10,39 10,40 10,41 11,41 12,41 13,41 13,40 13,39 13,39 13,39 12,39 13,39 13,39 13,39 13,40 13,41 12,41 11,41 10,41 10,41 10,41 9,41 9,42 9,42 9,41 9,40 9,39 10,39 10,38 10,37 10,36 10,36 10,36 10,36 11,36 11,36 11,35 11,34 11,34 11,34 11,34 12,34 12,35 11,35 11,36 11,37 11,36 11,37 11,38 11,37 11,36 11,37 11,36 11,35 11,35 10,35 11,35 11,35 12,35 11,35 11,36 11,37 11,36 11,35 11,34 
H N N N N H N N N N N H T T N T H T N H T H N N N H T T H H H H N H T T T T N N N N H N N N H N T N H N N T N N N T N N T H T T H N T H H N N N N N N N N N N N N N N N T N N N N T N N N N N N N N N N N 

Path
U D R R U U L D U L D L U U U L R U R U L L D L R U L L R D U D D U U D R R U R D R D R D R D L U R U D D L U D U U D U U U R R L L D D D D L R R D R U L D D L D U U R D D R D U D D R L R U U D L U L 
4,38 4,38 4,38 4,38 4,37 4,36 3,36 3,36 3,35 3,35 3,36 2,36 2,35 2,34 2,33 1,33 1,33 1,32 2,32 2,31 1,31 1,31 1,32 1,32 2,32 2,31 1,31 1,31 2,31 2,32 2,31 2,32 2,33 2,32 2,31 2,32 3,32 3,32 3,32 4,32 4,33 4,33 4,33 4,33 4,33 4,33 4,33 4,33 4,32 5,32 5,31 5,32 5,32 4,32 4,31 4,32 4,31 4,30 4,30 4,29 4,28 4,27 5,27 6,27 5,27 4,27 4,28 4,29 4,30 4,31 4,31 5,31 6,31 6,32 7,32 7,32 6,32 6,33 6,34 5,34 5,35 5,34 5,34 6,34 6,35 6,36 7,36 7,37 7,36 7,37 7,38 8,38 7,38 8,38 8,38 8,38 8,38 7,38 7,37 6,37 
H T N N N N H N N T N N N N N H N N T N H N N T T N H N N H N H N H N H N N T N H N N N N N N N T H N N N N H T H H N N H H N H T H N H H N T T N T N T T N N N T T T T N T H H N H H N N N N T N N N H H 

Path
D R D D L R R R U D R U U R R L L D L R L U L U U U D D D U L L R R R R U L L U L L L L U L R L R D U R U D R U R U L D L U D D L L U R R L R R R L U L D R U R L R R R D U R L R R R D R U U L R R D L 
4,40 5,40 5,41 5,42 4,42 5,42 6,42 7,42 7,41 7,42 7,42 7,41 7,40 8,40 9,40 9,40 8,40 8,41 7,41 8,41 7,41 7,40 6,40 6,39 6,39 6,39 6,40 6,41 6,42 6,41 5,41 4,41 5,41 6,41 6,41 7,41 7,40 6,40 6,40 6,39 5,39 4,39 3,39 2,39 2,39 1,39 1,39 1,39 2,39 2,40 2,39 3,39 3,38 3,39 4,39 4,38 4,38 4,37 4,37 4,38 3,38 3,38 3,39 3,39 3,39 2,39 2,39 3,39 3,39 2,39 3,39 4,39 5,39 4,39 4,38 3,38 3,39 4,39 4,39 5,39 4,39 5,39 6,39 7,39 7,40 7,39 8,39 7,39 7,39 8,39 9,39 9,40 10,40 10,39 10,38 9,38 10,38 11,38 11,38 10,38 
H H N N N T N H T H N T H T N H H N N N N H T N T N N N N H H N N N H H H T H N N N H N N N N N N N N H N T T H N N N N N T T N N N N N N N N N H N H T T N H H N H N N N T N H N N N T H T T H N H T H H 

Path
L L U L L L D D R U L L R R D L L U U L R D D U D D L U D D L U R L D D D U D R D U R L R D R R R D D U U R D D R U U D U L D D D R L R D L L D L L R L L R D L D L U L D U U U R D D R U U D D U U U L 
3,39 2,39 2,39 1,39 1,39 1,39 1,40 1,41 2,41 2,40 1,40 1,40 2,40 2,40 2,41 1,41 1,41 1,40 1,39 1,39 2,39 2,40 2,41 2,40 2,41 2,41 1,41 1,40 1,41 1,42 1,42 1,41 2,41 1,41 1,42 1,43 1,44 1,43 1,44 2,44 2,45 2,44 3,44 2,44 3,44 3,45 3,45 3,45 3,45 3,46 3,47 3,46 3,45 3,45 3,46 3,47 4,47 4,46 4,46 4,47 4,46 3,46 3,47 3,48 3,49 4,49 3,49 4,49 4,50 3,50 2,50 2,51 1,51 1,51 2,51 1,51 1,51 2,51 2,52 1,52 1,53 1,53 1,52 1,52 1,53 1,52 1,51 1,50 2,50 2,51 2,52 3,52 3,52 3,52 3,53 3,54 3,53 3,53 3,52 2,52 
H N N N N T N N N H N N N N N H H N N N N N N H N H H N N N T T N H N N N T N T T N N H T H N N N N N H N N N N T T N N T N N H N N N N N N N H T N N T T N T N T N N T T N H N N N T T T T T N H N N H N 

Path
L R L D U D U U L U U D D U L R D R R U D L U U U U L L L R R U U U U D U L R R R D L R D D U D L L U D U U R D D R L R L U D U L R L D R D U R L L L R U L D D L L D U U U L R D L R U R R L L D R R D 
4,39 5,39 4,39 4,40 4,39 4,40 4,39 4,39 3,39 3,39 3,38 3,39 3,39 3,38 3,38 4,38 4,39 5,39 6,39 6,39 6,39 5,39 5,39 5,39 5,39 5,39 4,39 3,39 3,39 4,39 5,39 5,39 5,39 5,39 5,39 5,40 5,39 4,39 5,39 6,39 7,39 7,40 6,40 7,40 7,41 7,42 7,41 7,42 6,42 5,42 5,42 5,43 5,42 5,41 6,41 6,42 6,43 7,43 6,43 6,43 5,43 5,42 5,43 5,42 4,42 5,42 4,42 4,43 5,43 5,44 5,43 6,43 5,43 4,43 4,43 5,43 5,42 4,42 4,43 4,44 3,44 2,44 2,45 2,44 2,43 2,42 1,42 2,42 2,42 1,42 2,42 2,41 3,41 4,41 3,41 2,41 2,42 3,42 4,42 4,43 
H H T N N H H H T N N T N N T T N H N N N N N H N N N H N N H N N N N N N N H N N N H N T H T H T H N N N N N H H T N T T T N T N N N T H H H T T H H H T N T H N H T H T H N T N N T N H H N N H N H T N 

Path
U D R U U R U D R R L D L R U U R U U U D L L U R D D L R D L D L U L L U R L L R R R U D D R R U R D R U D U R D U D L D D R L R R U D L U L R D D L U L D R L R D D D R L D R R R R D D U D U L R R D 
4,39 4,40 5,40 5,39 5,39 6,39 6,39 6,40 7,40 8,40 7,40 7,41 6,41 7,41 7,40 7,40 8,40 8,39 8,38 8,38 8,39 7,39 6,39 6,39 7,39 7,40 7,41 6,41 7,41 7,42 6,42 6,43 5,43 5,42 4,42 3,42 3,41 4,41 3,41 2,41 3,41 4,41 5,41 5,40 5,41 5,42 6,42 7,42 7,41 8,41 8,41 9,41 9,40 9,41 9,40 10,40 10,41 10,41 10,41 9,41 9,42 9,43 10,43 9,43 9,43 10,43 10,43 10,44 9,44 9,43 8,43 8,43 8,43 8,44 7,44 7,43 6,43 6,44 7,44 6,44 7,44 7,45 7,46 7,47 7,47 6,47 6,48 7,48 8,48 8,48 8,48 8,49 8,50 8,49 8,49 8,48 7,48 8,48 8,48 8,49 
H H H N N N N N N T N T H H H T T N N N N N N N N N T H H H T H T N N T N N N N H N N N N N N H T H N N T H T H T N N H T N T N T T N N T N T N N N T H N T T N N N T N N N T N N T T T H H H H T N T T H 

Path
R R R U U L U L L L U U R D L U L U U U D L D D D L U U L R U U L D L D U R L D D U D R L D U L U D U L R U U L R U R L R D R L L U R L L L R U L U R L D R L L L U D L L U U U R R D D L R D R D L L D 
5,39 6,39 7,39 7,38 7,37 6,37 6,36 5,36 4,36 3,36 3,35 3,35 4,35 4,36 3,36 3,36 2,36 2,35 2,34 2,34 2,35 1,35 1,35 1,36 1,37 1,37 1,36 1,36 1,36 2,36 2,35 2,34 1,34 1,35 1,35 1,36 1,35 2,35 1,35 1,36 1,37 1,36 1,37 2,37 1,37 1,38 1,37 1,37 1,36 1,37 1,36 1,36 2,36 2,35 2,34 1,34 2,34 2,33 2,33 1,33 2,33 2,34 3,34 2,34 1,34 1,33 2,33 1,33 1,33 1,33 2,33 2,33 2,33 2,32 3,32 2,32 2,33 3,33 2,33 1,33 1,33 1,32 1,33 1,33 1,33 1,32 1,31 1,31 2,31 2,31 2,32 2,33 1,33 2,33 2,34 3,34 3,34 2,34 1,34 1,35 
H N N N N H H H T H N N N N N H N N N N N N H H N T T N N N N N N H H H N H N H N T T T N T N T T N T N N T N N H N H H N H N H N N T H N N N H H H N N N T T H N N T N N N N N H H H N H N H N H H N H H 

Path
L R D U L U U R D R D L L R U R D L D L L D D L L R R D L U U L R D U D R D L L L U L D U U U R U U R D L U D R U R U R D U D L U L D L R R D U D D D R U R D R L U U L U R R D R U L R U R R L L R L L 
3,39 4,39 4,40 4,39 3,39 3,38 3,38 4,38 4,39 5,39 5,40 4,40 4,40 5,40 5,39 6,39 6,40 5,40 5,41 4,41 3,41 3,42 3,42 2,42 1,42 2,42 3,42 3,42 2,42 2,41 2,40 1,40 2,40 2,41 2,40 2,41 3,41 3,42 2,42 1,42 1,42 1,41 1,41 1,42 1,41 1,40 1,39 2,39 2,39 2,39 3,39 3,39 2,39 2,39 2,40 2,40 2,39 3,39 3,38 4,38 4,39 4,38 4,39 3,39 3,38 3,38 3,39 2,39 3,39 4,39 4,40 4,39 4,40 4,41 4,42 5,42 5,42 6,42 6,43 7,43 6,43 6,43 6,42 5,42 5,41 6,41 7,41 7,42 8,42 8,41 7,41 8,41 8,40 9,40 10,40 9,40 8,40 9,40 8,40 7,40 
H N H H H N T T H H N N H H N N N N N N N N H H N T N H H T H N N N H N H T H N T T N N T N N N N N N N N N N N N N N T N H N H N T T N N N H H H H T T N N H T N T T H N N H H T T T H N N H T H N H N T 

Path
R R R R U U D D D R U L R R L R R D D R U D D R U D U D U U U R L U L D R L D L D L L D R L D L L U R U D U R D D R U R R L R R R R U L U L R D R L U R R L L U D D R D U U L D U U U U R R R R U R L R 
5,39 6,39 6,39 7,39 7,38 7,37 7,38 7,39 7,40 8,40 8,39 7,39 8,39 9,39 8,39 9,39 10,39 10,40 10,41 11,41 11,40 11,41 11,42 12,42 12,41 12,42 12,41 12,42 12,41 12,40 12,39 13,39 12,39 12,38 11,38 11,38 12,38 11,38 11,39 10,39 10,40 9,40 9,40 9,41 10,41 10,41 10,41 9,41 8,41 8,40 9,40 9,39 9,40 9,39 10,39 10,40 10,41 11,41 11,40 12,40 13,40 12,40 13,40 14,40 15,40 16,40 16,39 15,39 15,38 14,38 15,38 15,39 16,39 16,39 16,38 17,38 18,38 17,38 16,38 16,38 16,39 16,39 16,39 16,40 16,39 16,38 15,38 15,38 15,38 15,38 15,38 15,38 16,38 17,38 18,38 18,38 18,37 19,37 18,37 18,37 
N H N N N N H N N T N N T N T N T T T N N H T H N N N N N N N H N H N T T N T H T T H H T N T N H N T H T H N N T N N H N H N H H N H N T H N H H T N T N H H T T N N N H N T H H H H N H T N H T N T N N 

